@relation Crop_recommendation-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute n numeric
@attribute p numeric
@attribute k numeric
@attribute temperature numeric
@attribute humidity numeric
@attribute ph numeric
@attribute rainfall numeric
@attribute label {apple,banana,blackgram,chickpea,coconut,coffee,cotton,grapes,jute,kidneybeans,lentil,maize,mango,mothbeans,mungbean,muskmelon,orange,papaya,pigeonpeas,pomegranate,rice,watermelon}

@data
0.485714,0.464286,0.245,0.644887,0.915759,0.541414,0.124186,papaya
0.3,0.385714,0.25,0.897462,0.934315,0.540306,0.463119,papaya
0.307143,0.421429,0.21,0.854061,0.901998,0.516444,0.294808,papaya
0.25,0.442857,0.22,0.932218,0.896983,0.484005,0.788692,papaya
0.4,0.385714,0.25,0.809469,0.904489,0.473869,0.604662,papaya
0.278571,0.421429,0.24,0.407082,0.896081,0.481173,0.675859,papaya
0.128571,0.178571,0.12,0.514696,0.916927,0.453361,0.734255,coconut
0.264286,0.128571,0.115,0.481703,0.933881,0.347618,0.733286,coconut
0.092857,0.164286,0.14,0.553932,0.949445,0.339363,0.470147,coconut
0.014286,0.114286,0.15,0.464944,0.90149,0.433711,0.57343,coconut
0.071429,0.092857,0.15,0.544402,0.996079,0.447445,0.580146,coconut
0.05,0.042857,0.135,0.586326,0.943202,0.316844,0.591169,coconut
0.278571,0,0.13,0.524412,0.926717,0.318368,0.469695,coconut
0.242857,0.007143,0.11,0.488427,0.894368,0.366386,0.458696,coconut
0.221429,0.178571,0.12,0.509619,0.895062,0.319432,0.56979,coconut
0.178571,0.014286,0.15,0.561247,0.990744,0.319261,0.608804,coconut
0.114286,0.092857,0.105,0.562723,0.904709,0.320918,0.450263,coconut
0.185714,0.035714,0.14,0.558032,0.964475,0.399041,0.641685,coconut
0.192857,0.021429,0.135,0.52169,0.958936,0.330171,0.445922,coconut
0.264286,0.092857,0.125,0.53974,0.992612,0.447897,0.494724,coconut
0.135714,0.071429,0.145,0.501316,0.996223,0.339195,0.703104,coconut
0,0.1,0.14,0.525309,0.944661,0.424504,0.662871,coconut
0.221429,0.107143,0.105,0.480347,0.972373,0.456961,0.64517,coconut
0.064286,0.085714,0.135,0.491361,0.923284,0.363521,0.545513,coconut
0.157143,0.042857,0.12,0.551169,0.942075,0.38116,0.710599,coconut
0.221429,0.007143,0.105,0.582583,0.898831,0.347822,0.492287,coconut
0.242857,0.007143,0.125,0.523881,0.965233,0.38001,0.544447,coconut
0.171429,0.007143,0.135,0.553447,0.88376,0.448237,0.547048,coconut
0.007143,0.021429,0.105,0.536243,0.93243,0.32007,0.490255,coconut
0.221429,0.057143,0.14,0.539821,0.947573,0.366227,0.665837,coconut
0.071429,0.028571,0.115,0.579254,0.930338,0.432046,0.466461,coconut
0.257143,0.157143,0.105,0.509571,0.951091,0.42762,0.543976,coconut
0.271429,0.135714,0.14,0.558493,0.965262,0.383977,0.440918,coconut
0.078571,0.007143,0.1,0.570045,0.961161,0.400728,0.570336,coconut
0.114286,0.064286,0.125,0.599247,0.957106,0.446309,0.681282,coconut
0.235714,0.064286,0.15,0.52577,0.961291,0.392352,0.463562,coconut
0.114286,0.007143,0.12,0.587136,0.906377,0.36756,0.402149,coconut
0.228571,0.042857,0.13,0.466087,0.922218,0.420068,0.411824,coconut
0.271429,0.064286,0.125,0.519338,0.897569,0.321288,0.627597,coconut
0.057143,0.007143,0.14,0.558177,0.926108,0.402857,0.545124,coconut
0.164286,0.007143,0.14,0.584068,0.915409,0.392054,0.663732,coconut
0.207143,0.142857,0.15,0.560457,0.902748,0.316954,0.504832,coconut
0.171429,0.064286,0.14,0.589818,0.921769,0.444995,0.712462,coconut
0.228571,0.05,0.125,0.475375,0.977925,0.322703,0.710867,coconut
0.214286,0.142857,0.13,0.501783,0.984119,0.357713,0.675077,coconut
0.1,0.114286,0.15,0.593958,0.90586,0.406861,0.62547,coconut
0.192857,0.121429,0.12,0.574077,0.908891,0.388082,0.449817,coconut
0.285714,0,0.12,0.5641,0.974182,0.360203,0.503606,coconut
0.121429,0.042857,0.135,0.571437,0.923182,0.329062,0.490585,coconut
0.214286,0.178571,0.15,0.464365,0.948793,0.388344,0.523077,coconut
0.2,0.035714,0.125,0.603831,0.896941,0.43559,0.619929,coconut
0.278571,0.014286,0.12,0.537078,0.937112,0.444423,0.467004,coconut
0.228571,0.107143,0.15,0.507779,0.98134,0.324074,0.446975,coconut
0.05,0.071429,0.135,0.465123,0.952353,0.416383,0.555365,coconut
0.207143,0.085714,0.12,0.584745,0.9497,0.381744,0.686331,coconut
0.242857,0.071429,0.145,0.523176,0.896449,0.337856,0.734652,coconut
0.1,0.128571,0.1,0.498133,0.964823,0.327723,0.413896,coconut
0.128571,0.1,0.12,0.538542,0.912548,0.420091,0.512422,coconut
0.05,0.114286,0.15,0.485926,0.937899,0.351468,0.398902,coconut
0.171429,0.157143,0.145,0.575411,0.943205,0.419671,0.448527,coconut
0.278571,0.171429,0.12,0.507418,0.935867,0.410384,0.645473,coconut
0.207143,0.021429,0.115,0.517785,0.903686,0.403661,0.697691,coconut
0.071429,0.135714,0.11,0.537941,0.940775,0.342697,0.451659,coconut
0,0.171429,0.135,0.551895,0.981163,0.367555,0.544067,coconut
0.228571,0.042857,0.13,0.593703,0.913479,0.45977,0.398781,coconut
0.264286,0.035714,0.135,0.577837,0.94379,0.413716,0.727834,coconut
0.142857,0.171429,0.11,0.466955,0.9111,0.395359,0.494157,coconut
0.221429,0.171429,0.15,0.526877,0.909211,0.409364,0.435104,coconut
0.121429,0.178571,0.11,0.579773,0.892784,0.371563,0.66593,coconut
0.007143,0.05,0.125,0.543148,0.952925,0.319963,0.398345,coconut
0.042857,0.057143,0.12,0.530444,0.99985,0.362011,0.652471,coconut
0.107143,0.164286,0.135,0.57438,0.99605,0.422034,0.733577,coconut
0.192857,0.135714,0.12,0.510435,0.9649,0.410127,0.613602,coconut
0.021429,0.128571,0.125,0.599021,0.949555,0.400299,0.700508,coconut
0.057143,0.15,0.105,0.479828,0.902712,0.341776,0.69214,coconut
0.142857,0.164286,0.105,0.503707,0.901042,0.317688,0.527524,coconut
0.185714,0.092857,0.11,0.534677,0.917473,0.362551,0.438054,coconut
0.007143,0.007143,0.15,0.522155,0.950276,0.42407,0.456107,coconut
0.192857,0.178571,0.13,0.578476,0.892186,0.344207,0.462113,coconut
0.164286,0.014286,0.145,0.495837,0.901338,0.365033,0.409259,coconut
0,0.15,0.13,0.466144,0.942136,0.317741,0.620417,coconut
0.271429,0.007143,0.1,0.479887,0.964374,0.412343,0.614654,coconut
0.178571,0.05,0.105,0.566547,0.949806,0.455895,0.411806,coconut
0.285714,0,0.135,0.494821,0.961758,0.385115,0.443049,coconut
0,0.1,0.13,0.478976,0.934701,0.430335,0.569496,coconut
0.185714,0.028571,0.135,0.491347,0.938835,0.461206,0.44529,coconut
0.25,0.178571,0.145,0.558735,0.946682,0.410048,0.582855,coconut
0.135714,0.178571,0.125,0.59512,0.899994,0.361043,0.735122,coconut
0.221429,0.057143,0.14,0.598966,0.94436,0.4413,0.460175,coconut
0.121429,0.171429,0.105,0.496873,0.921869,0.399224,0.629427,coconut
0.014286,0.178571,0.125,0.49286,0.939551,0.439526,0.680185,coconut
0.214286,0.057143,0.1,0.525842,0.900926,0.452298,0.519876,coconut
0.057143,0.071429,0.14,0.578124,0.978031,0.310532,0.695853,coconut
0.128571,0.05,0.15,0.496815,0.958051,0.440718,0.399238,coconut
0.057143,0.164286,0.125,0.478927,0.934123,0.39048,0.412849,coconut
0.285714,0.121429,0.12,0.537522,1,0.346889,0.554751,coconut
0.192857,0.035714,0.14,0.544785,0.970863,0.460497,0.480874,coconut
0.15,0.107143,0.13,0.481341,0.996992,0.365565,0.523133,coconut
0.021429,0.028571,0.15,0.519106,0.998423,0.437582,0.737999,coconut
0.157143,0.078571,0.11,0.584052,0.886732,0.389098,0.606124,coconut
0.192857,0.021429,0.125,0.505607,0.980373,0.389347,0.722168,coconut
0.157143,0.021429,0.14,0.562702,0.952197,0.336068,0.660025,coconut
0.2,0.157143,0.135,0.5772,0.918567,0.351438,0.616353,coconut
0.164286,0.114286,0.105,0.505862,0.923808,0.372724,0.463486,coconut
0.264286,0,0.145,0.486925,0.92837,0.35368,0.474989,coconut
0.135714,0.15,0.12,0.519536,0.98625,0.336965,0.525815,coconut
0.95,0.3,0.095,0.446964,0.757541,0.57953,0.253606,cotton
0.971429,0.221429,0.075,0.409479,0.82363,0.531956,0.183527,cotton
0.742857,0.3,0.065,0.434434,0.731639,0.642063,0.253441,cotton
0.95,0.3,0.09,0.460884,0.715826,0.516707,0.249864,cotton
0.9,0.235714,0.09,0.474515,0.809282,0.415525,0.245106,cotton
0.9,0.321429,0.07,0.455351,0.787154,0.485817,0.209714,cotton
0.807143,0.257143,0.075,0.464164,0.773199,0.583504,0.273451,cotton
0.864286,0.285714,0.085,0.391215,0.782149,0.457057,0.158143,cotton
0.864286,0.3,0.055,0.424105,0.758689,0.656029,0.187846,cotton
0.921429,0.392857,0.085,0.452193,0.756686,0.379871,0.185863,cotton
0.764286,0.285714,0.1,0.409211,0.80838,0.578973,0.185485,cotton
0.871429,0.385714,0.065,0.421076,0.809306,0.422173,0.214127,cotton
1,0.235714,0.05,0.439647,0.718878,0.391377,0.178569,cotton
0.728571,0.314286,0.08,0.45531,0.823414,0.427441,0.250004,cotton
0.792857,0.25,0.1,0.449329,0.818807,0.417195,0.254113,cotton
0.935714,0.214286,0.065,0.449513,0.793083,0.552528,0.157422,cotton
0.964286,0.271429,0.055,0.420496,0.787091,0.500082,0.239094,cotton
0.714286,0.292857,0.065,0.440754,0.720733,0.455176,0.175569,cotton
0.878571,0.242857,0.095,0.464332,0.745668,0.61402,0.236584,cotton
0.835714,0.364286,0.05,0.492591,0.732542,0.600825,0.247558,cotton
0.864286,0.221429,0.095,0.425796,0.786631,0.598359,0.284383,cotton
0.721429,0.378571,0.065,0.483309,0.783014,0.48946,0.209754,cotton
0.764286,0.264286,0.095,0.379355,0.820912,0.410535,0.236381,cotton
0.714286,0.257143,0.085,0.390097,0.820074,0.593134,0.263176,cotton
0.892857,0.242857,0.08,0.465019,0.792717,0.692013,0.268756,cotton
0.75,0.392857,0.09,0.422041,0.73444,0.420336,0.241886,cotton
0.728571,0.292857,0.07,0.400148,0.797226,0.486172,0.22017,cotton
0.935714,0.314286,0.085,0.478419,0.766614,0.591286,0.168308,cotton
0.992857,0.214286,0.05,0.471251,0.807301,0.372226,0.238348,cotton
0.771429,0.221429,0.07,0.400485,0.737885,0.580656,0.159523,cotton
0.842857,0.285714,0.09,0.417356,0.736947,0.695593,0.184903,cotton
0.764286,0.328571,0.085,0.460259,0.746149,0.385411,0.213248,cotton
0.892857,0.392857,0.06,0.439549,0.819584,0.510233,0.216096,cotton
0.807143,0.228571,0.075,0.465062,0.755748,0.604741,0.276235,cotton
0.935714,0.335714,0.055,0.425585,0.819118,0.463633,0.245496,cotton
0.821429,0.307143,0.055,0.479713,0.814642,0.570916,0.246925,cotton
0.807143,0.235714,0.1,0.378056,0.760753,0.603936,0.252241,cotton
0.792857,0.257143,0.065,0.425185,0.745042,0.404434,0.218252,cotton
0.792857,0.342857,0.07,0.434398,0.743896,0.453286,0.231437,cotton
0.871429,0.307143,0.055,0.454194,0.715986,0.435877,0.149519,cotton
0.771429,0.292857,0.06,0.444081,0.823792,0.533014,0.160998,cotton
0.942857,0.257143,0.085,0.443784,0.778856,0.669656,0.252222,cotton
0.735714,0.264286,0.06,0.443877,0.820743,0.470082,0.218603,cotton
0.95,0.321429,0.1,0.484827,0.780864,0.632113,0.286402,cotton
0.907143,0.228571,0.065,0.460575,0.723748,0.549942,0.25763,cotton
0.785714,0.242857,0.1,0.395424,0.735905,0.576026,0.197324,cotton
0.935714,0.235714,0.07,0.431637,0.716549,0.514684,0.252358,cotton
0.771429,0.235714,0.095,0.418497,0.725356,0.612326,0.210566,cotton
0.871429,0.25,0.06,0.463094,0.782265,0.520938,0.214941,cotton
0.792857,0.321429,0.05,0.468942,0.770445,0.681115,0.231411,cotton
1,0.25,0.06,0.398912,0.732794,0.388989,0.206002,cotton
0.714286,0.25,0.075,0.390986,0.723238,0.610744,0.239407,cotton
0.878571,0.321429,0.055,0.408138,0.714857,0.465496,0.18123,cotton
0.764286,0.221429,0.08,0.472508,0.716353,0.419964,0.152436,cotton
0.842857,0.321429,0.07,0.405465,0.79417,0.444154,0.166238,cotton
0.735714,0.328571,0.075,0.401048,0.815277,0.550804,0.256612,cotton
0.95,0.371429,0.07,0.422288,0.720033,0.690828,0.229619,cotton
0.921429,0.3,0.075,0.447246,0.776276,0.431884,0.281637,cotton
0.828571,0.335714,0.07,0.405084,0.712913,0.405853,0.168382,cotton
0.814286,0.25,0.09,0.479517,0.780164,0.505296,0.270218,cotton
0.935714,0.392857,0.06,0.473304,0.787841,0.609655,0.227247,cotton
0.764286,0.271429,0.065,0.390276,0.784808,0.503916,0.162866,cotton
0.878571,0.278571,0.08,0.486653,0.70864,0.643258,0.255739,cotton
0.8,0.314286,0.1,0.483903,0.742479,0.461155,0.165199,cotton
0.85,0.278571,0.05,0.382219,0.800264,0.557862,0.145294,cotton
0.928571,0.385714,0.07,0.466204,0.796098,0.468972,0.263336,cotton
0.907143,0.342857,0.095,0.384203,0.722325,0.407939,0.180329,cotton
0.957143,0.335714,0.065,0.434396,0.727146,0.698241,0.200898,cotton
0.778571,0.221429,0.065,0.47561,0.726453,0.625155,0.151977,cotton
0.714286,0.307143,0.06,0.429122,0.802353,0.672301,0.165455,cotton
0.942857,0.335714,0.07,0.440127,0.728915,0.455954,0.149938,cotton
0.728571,0.228571,0.1,0.473145,0.742612,0.373725,0.189035,cotton
0.792857,0.242857,0.085,0.395352,0.770998,0.409041,0.245601,cotton
0.835714,0.328571,0.05,0.405394,0.751921,0.394972,0.285764,cotton
0.971429,0.221429,0.095,0.399394,0.77171,0.636524,0.250987,cotton
0.957143,0.364286,0.065,0.429921,0.812621,0.495544,0.182369,cotton
0.8,0.35,0.05,0.47738,0.785177,0.415334,0.20361,cotton
0.75,0.364286,0.05,0.491886,0.78999,0.585904,0.193751,cotton
1,0.285714,0.05,0.479347,0.767448,0.357103,0.284479,cotton
0.9,0.292857,0.1,0.448002,0.786712,0.505837,0.145807,cotton
0.757143,0.314286,0.095,0.407842,0.72573,0.540974,0.253051,cotton
0.864286,0.342857,0.07,0.421449,0.728714,0.695475,0.215203,cotton
0.771429,0.392857,0.06,0.399783,0.729081,0.474959,0.278624,cotton
0.828571,0.364286,0.06,0.455866,0.740416,0.695817,0.233658,cotton
0.714286,0.335714,0.07,0.419917,0.795458,0.684066,0.263304,cotton
0.921429,0.271429,0.055,0.479908,0.74183,0.501895,0.209714,cotton
0.842857,0.278571,0.09,0.380458,0.799906,0.49561,0.168326,cotton
0.835714,0.271429,0.1,0.455178,0.749547,0.674163,0.176398,cotton
0.9,0.228571,0.08,0.488505,0.815532,0.483603,0.204143,cotton
0.857143,0.307143,0.055,0.391247,0.713359,0.614621,0.185534,cotton
0.728571,0.285714,0.055,0.425558,0.738024,0.589311,0.19647,cotton
0.935714,0.364286,0.075,0.378266,0.788356,0.662157,0.258759,cotton
0.814286,0.25,0.06,0.444784,0.768474,0.444557,0.176898,cotton
0.721429,0.228571,0.065,0.404534,0.798253,0.642676,0.261211,cotton
0.757143,0.292857,0.075,0.4193,0.750968,0.41925,0.218932,cotton
0.807143,0.235714,0.075,0.381107,0.750377,0.444763,0.196624,cotton
0.728571,0.342857,0.08,0.40782,0.721528,0.530132,0.256102,cotton
0.785714,0.242857,0.065,0.451144,0.713215,0.662719,0.156888,cotton
0.764286,0.378571,0.05,0.427922,0.717618,0.630031,0.202715,cotton
0.857143,0.392857,0.05,0.387177,0.811948,0.588402,0.162193,cotton
0.635714,0.3,0.165,0.479171,0.67648,0.388436,0.47306,jute
0.428571,0.228571,0.17,0.50977,0.801219,0.39325,0.506687,jute
0.45,0.257143,0.2,0.472661,0.847244,0.562518,0.633786,jute
0.614286,0.25,0.17,0.484804,0.862153,0.420306,0.558283,jute
0.685714,0.257143,0.175,0.423489,0.673635,0.402049,0.611509,jute
0.714286,0.214286,0.155,0.473023,0.67374,0.441962,0.611989,jute
0.45,0.228571,0.19,0.41872,0.826239,0.490986,0.594698,jute
0.5,0.271429,0.175,0.445625,0.869605,0.415547,0.53496,jute
0.478571,0.357143,0.195,0.500959,0.710285,0.582721,0.582209,jute
0.528571,0.25,0.175,0.468087,0.803306,0.448111,0.535758,jute
0.635714,0.342857,0.195,0.460871,0.672614,0.593279,0.467179,jute
0.528571,0.292857,0.2,0.485847,0.864505,0.391935,0.607924,jute
0.635714,0.257143,0.165,0.410412,0.704882,0.441656,0.645323,jute
0.428571,0.357143,0.175,0.463971,0.87139,0.547876,0.471647,jute
0.478571,0.271429,0.165,0.47032,0.660546,0.590102,0.631054,jute
0.5,0.235714,0.15,0.446823,0.758372,0.545743,0.517546,jute
0.528571,0.314286,0.165,0.415739,0.667176,0.619448,0.518363,jute
0.642857,0.25,0.17,0.484967,0.788622,0.485472,0.617045,jute
0.585714,0.214286,0.195,0.520545,0.746029,0.425212,0.537555,jute
0.521429,0.285714,0.16,0.426946,0.704348,0.50354,0.578652,jute
0.607143,0.342857,0.165,0.461267,0.695067,0.479487,0.480289,jute
0.578571,0.364286,0.155,0.418091,0.68064,0.558732,0.555333,jute
0.6,0.357143,0.165,0.517913,0.764422,0.536819,0.549276,jute
0.571429,0.285714,0.185,0.410819,0.708547,0.602712,0.47312,jute
0.542857,0.35,0.2,0.443884,0.739254,0.415509,0.591951,jute
0.542857,0.364286,0.17,0.446743,0.882287,0.473751,0.635572,jute
0.578571,0.25,0.2,0.486007,0.775798,0.45456,0.554326,jute
0.542857,0.278571,0.2,0.478117,0.819192,0.50327,0.533768,jute
0.492857,0.3,0.175,0.474767,0.723047,0.408281,0.587808,jute
0.585714,0.25,0.2,0.498925,0.786791,0.491869,0.574504,jute
0.492857,0.371429,0.15,0.444244,0.749912,0.417095,0.596455,jute
0.578571,0.221429,0.165,0.428693,0.860032,0.440115,0.467418,jute
0.478571,0.392857,0.165,0.458334,0.74976,0.568771,0.510415,jute
0.514286,0.328571,0.175,0.412661,0.698073,0.609232,0.644031,jute
0.464286,0.242857,0.2,0.425895,0.660633,0.507477,0.590094,jute
0.557143,0.321429,0.19,0.467678,0.833692,0.44223,0.500669,jute
0.55,0.335714,0.18,0.432284,0.807314,0.403173,0.529953,jute
0.635714,0.335714,0.185,0.409433,0.783835,0.410021,0.633908,jute
0.442857,0.314286,0.16,0.44166,0.800184,0.618085,0.524253,jute
0.642857,0.307143,0.2,0.437279,0.665572,0.467226,0.479354,jute
0.471429,0.3,0.155,0.459938,0.702053,0.477084,0.558155,jute
0.571429,0.335714,0.17,0.504837,0.730239,0.569324,0.635889,jute
0.635714,0.335714,0.2,0.461052,0.732051,0.575818,0.63323,jute
0.55,0.328571,0.195,0.414067,0.798419,0.562891,0.524539,jute
0.671429,0.228571,0.18,0.457327,0.84927,0.460129,0.571053,jute
0.535714,0.257143,0.15,0.463266,0.750887,0.521291,0.526067,jute
0.428571,0.357143,0.155,0.496482,0.77264,0.564144,0.468554,jute
0.442857,0.364286,0.15,0.492186,0.786242,0.424644,0.514238,jute
0.6,0.25,0.185,0.500932,0.689418,0.497567,0.598093,jute
0.714286,0.364286,0.175,0.503973,0.805544,0.610942,0.560234,jute
0.535714,0.364286,0.195,0.471996,0.693948,0.405068,0.531103,jute
0.557143,0.292857,0.185,0.409452,0.748935,0.558394,0.485628,jute
0.585714,0.307143,0.155,0.486885,0.787541,0.442795,0.621632,jute
0.714286,0.378571,0.18,0.41172,0.858857,0.49049,0.504441,jute
0.628571,0.321429,0.175,0.482254,0.766338,0.551615,0.582172,jute
0.478571,0.257143,0.175,0.488471,0.858088,0.595364,0.475691,jute
0.514286,0.264286,0.19,0.509099,0.777452,0.442903,0.578699,jute
0.635714,0.25,0.19,0.499849,0.68492,0.562847,0.609882,jute
0.635714,0.371429,0.19,0.519069,0.687568,0.543367,0.564084,jute
0.435714,0.257143,0.195,0.44603,0.791555,0.471696,0.501923,jute
0.564286,0.285714,0.19,0.484747,0.757051,0.570157,0.599831,jute
0.6,0.25,0.19,0.464447,0.864092,0.579054,0.536038,jute
0.7,0.271429,0.15,0.475818,0.725381,0.593312,0.60509,jute
0.535714,0.221429,0.195,0.414784,0.700132,0.483425,0.479734,jute
0.635714,0.378571,0.15,0.435034,0.791291,0.403103,0.527562,jute
0.65,0.257143,0.16,0.449354,0.804307,0.408659,0.618003,jute
0.55,0.307143,0.155,0.488995,0.81473,0.599554,0.483666,jute
0.471429,0.378571,0.15,0.422921,0.760638,0.593572,0.592954,jute
0.442857,0.385714,0.18,0.441873,0.707348,0.570797,0.618942,jute
0.585714,0.214286,0.15,0.478286,0.848219,0.590066,0.561581,jute
0.435714,0.257143,0.15,0.463305,0.760787,0.519135,0.630669,jute
0.707143,0.371429,0.165,0.458555,0.791318,0.443452,0.489136,jute
0.5,0.264286,0.19,0.411551,0.728026,0.467097,0.491866,jute
0.642857,0.385714,0.15,0.442632,0.881978,0.558831,0.556722,jute
0.521429,0.271429,0.185,0.509556,0.743664,0.436361,0.483611,jute
0.478571,0.292857,0.195,0.51648,0.745952,0.55807,0.480364,jute
0.6,0.228571,0.185,0.478369,0.780138,0.495514,0.537877,jute
0.514286,0.257143,0.155,0.438254,0.77358,0.41724,0.56278,jute
0.507143,0.364286,0.16,0.41214,0.839334,0.464478,0.560061,jute
0.457143,0.342857,0.165,0.499796,0.74953,0.521063,0.586298,jute
0.464286,0.35,0.17,0.428273,0.66364,0.562928,0.502527,jute
0.428571,0.378571,0.16,0.49679,0.756626,0.398509,0.543483,jute
0.614286,0.242857,0.19,0.496992,0.664679,0.455233,0.621125,jute
0.642857,0.321429,0.195,0.519106,0.690922,0.427451,0.54342,jute
0.65,0.235714,0.155,0.507825,0.73393,0.588238,0.4945,jute
0.621429,0.307143,0.165,0.430135,0.777872,0.568728,0.611107,jute
0.514286,0.257143,0.155,0.507398,0.846726,0.398291,0.476987,jute
0.507143,0.35,0.15,0.51116,0.661415,0.591932,0.643525,jute
0.585714,0.292857,0.18,0.416052,0.764525,0.478504,0.60032,jute
0.507143,0.335714,0.19,0.506454,0.696464,0.502007,0.574962,jute
0.571429,0.271429,0.19,0.429325,0.701204,0.390309,0.547633,jute
0.55,0.357143,0.19,0.478446,0.720241,0.491235,0.623329,jute
0.678571,0.371429,0.18,0.413878,0.692869,0.455631,0.591187,jute
0.45,0.3,0.15,0.521097,0.872544,0.610857,0.623917,jute
0.664286,0.271429,0.165,0.424366,0.838563,0.541586,0.467127,jute
0.621429,0.278571,0.19,0.431829,0.846142,0.499814,0.565131,jute
0.628571,0.335714,0.17,0.43338,0.861057,0.524926,0.483026,jute
0.642857,0.242857,0.16,0.45879,0.786582,0.52195,0.612819,jute
0.642857,0.242857,0.19,0.44826,0.793577,0.507686,0.613465,jute
0.6,0.235714,0.19,0.509287,0.694812,0.584235,0.499772,jute
0.65,0.114286,0.105,0.502387,0.502855,0.584193,0.615931,coffee
0.764286,0.114286,0.105,0.505805,0.479029,0.580112,0.44719,coffee
0.592857,0.235714,0.15,0.484437,0.450617,0.572972,0.418616,coffee
0.771429,0.135714,0.13,0.439103,0.489048,0.455209,0.456494,coffee
0.828571,0.164286,0.145,0.419458,0.538207,0.453858,0.366443,coffee
0.828571,0.128571,0.1,0.418559,0.443423,0.523296,0.428081,coffee
0.778571,0.185714,0.11,0.408434,0.42168,0.539488,0.518364,coffee
0.635714,0.142857,0.145,0.408992,0.576276,0.572295,0.393985,coffee
0.842857,0.092857,0.135,0.540144,0.429897,0.442756,0.368703,coffee
0.792857,0.192857,0.145,0.477528,0.642687,0.449011,0.543078,coffee
0.6,0.221429,0.115,0.513902,0.481705,0.406688,0.43262,coffee
0.607143,0.2,0.1,0.498781,0.446222,0.529688,0.606732,coffee
0.707143,0.071429,0.11,0.522721,0.501858,0.465979,0.522639,coffee
0.578571,0.178571,0.13,0.454098,0.439568,0.547846,0.41289,coffee
0.678571,0.242857,0.12,0.531591,0.486862,0.564412,0.462621,coffee
0.578571,0.207143,0.125,0.469219,0.559989,0.488779,0.412435,coffee
0.571429,0.071429,0.115,0.410008,0.626931,0.497411,0.509013,coffee
0.742857,0.107143,0.105,0.528042,0.451386,0.620253,0.558705,coffee
0.778571,0.171429,0.115,0.414277,0.539616,0.500741,0.624987,coffee
0.714286,0.192857,0.105,0.470849,0.504802,0.394806,0.373685,coffee
0.714286,0.135714,0.115,0.481198,0.507107,0.559365,0.630727,coffee
0.592857,0.114286,0.115,0.480399,0.539341,0.616165,0.610797,coffee
0.857143,0.128571,0.115,0.483433,0.431996,0.524552,0.632524,coffee
0.742857,0.15,0.125,0.447107,0.564591,0.451958,0.461602,coffee
0.771429,0.2,0.13,0.426608,0.612465,0.604801,0.447088,coffee
0.65,0.142857,0.105,0.450761,0.615227,0.618577,0.575877,coffee
0.614286,0.15,0.11,0.525275,0.450699,0.400666,0.618708,coffee
0.7,0.092857,0.11,0.537599,0.632671,0.468336,0.528921,coffee
0.792857,0.157143,0.13,0.423742,0.478485,0.394781,0.615008,coffee
0.6,0.242857,0.15,0.411809,0.441891,0.537243,0.348843,coffee
0.7,0.157143,0.11,0.455904,0.432008,0.580585,0.637447,coffee
0.842857,0.114286,0.145,0.446478,0.588721,0.579986,0.357182,coffee
0.735714,0.157143,0.13,0.526095,0.435503,0.495587,0.380688,coffee
0.585714,0.135714,0.14,0.508174,0.616375,0.513945,0.360836,coffee
0.614286,0.185714,0.15,0.521851,0.542538,0.463585,0.615198,coffee
0.628571,0.214286,0.15,0.537546,0.515602,0.510037,0.351098,coffee
0.6,0.157143,0.12,0.415992,0.451982,0.569541,0.531898,coffee
0.857143,0.25,0.14,0.442264,0.467143,0.502206,0.341101,coffee
0.757143,0.25,0.125,0.418953,0.581501,0.509341,0.368148,coffee
0.807143,0.114286,0.14,0.493453,0.484986,0.586699,0.56293,coffee
0.835714,0.207143,0.1,0.45948,0.4959,0.576633,0.374358,coffee
0.571429,0.178571,0.1,0.499723,0.599434,0.619332,0.46045,coffee
0.628571,0.114286,0.11,0.447763,0.60387,0.579505,0.57994,coffee
0.807143,0.2,0.145,0.492917,0.558613,0.475102,0.478775,coffee
0.621429,0.128571,0.115,0.499228,0.56003,0.540382,0.623444,coffee
0.807143,0.071429,0.12,0.524264,0.575047,0.509223,0.610862,coffee
0.7,0.171429,0.125,0.482481,0.545644,0.421941,0.64402,coffee
0.692857,0.171429,0.11,0.542904,0.467918,0.575448,0.429859,coffee
0.607143,0.214286,0.135,0.499963,0.466943,0.520853,0.405609,coffee
0.585714,0.171429,0.15,0.512143,0.4431,0.426435,0.488391,coffee
0.735714,0.2,0.1,0.524434,0.484016,0.529725,0.428563,coffee
0.8,0.085714,0.115,0.539575,0.548295,0.508941,0.633874,coffee
0.707143,0.1,0.14,0.536897,0.481298,0.430613,0.39672,coffee
0.857143,0.107143,0.145,0.423071,0.423515,0.528957,0.395793,coffee
0.814286,0.157143,0.115,0.463958,0.509479,0.568874,0.620309,coffee
0.714286,0.25,0.15,0.5377,0.468398,0.53668,0.566213,coffee
0.771429,0.214286,0.1,0.434888,0.546538,0.539196,0.507696,coffee
0.821429,0.185714,0.125,0.442016,0.61966,0.518818,0.367151,coffee
0.621429,0.164286,0.125,0.481376,0.634649,0.471503,0.53396,coffee
0.585714,0.135714,0.105,0.444395,0.458622,0.401953,0.589904,coffee
0.671429,0.15,0.11,0.50332,0.443276,0.614541,0.564422,coffee
0.621429,0.164286,0.15,0.508887,0.500493,0.50611,0.473687,coffee
